,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,jpg_url,predicted_breed
188,828408677031882754,2017-02-06 01:03:14 +0000,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear,12,10,Bear,1413,8188,https://pbs.twimg.com/media/CVaKn75XAAEU09u.jpg,chihuahua
190,828046555563323392,2017-02-05 01:04:17 +0000,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10,13,10,Sailer,3165,12627,https://pbs.twimg.com/media/CVbc2V2WsAE3-kn.jpg,toy poodle
191,827933404142436356,2017-02-04 17:34:40 +0000,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big,12,10,Kona,5778,21626,https://pbs.twimg.com/media/CVbjRSIWsAElw2s.jpg,pug
192,827653905312006145,2017-02-03 23:04:02 +0000,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats,12,10,Boots,3323,16586,https://pbs.twimg.com/media/CVbodBOUsAAb7jZ.jpg,car mirror
193,827324948884643840,2017-02-03 01:16:53 +0000,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face",12,10,Ralphie,3390,17061,https://pbs.twimg.com/media/CVbvjKqW4AA_CuD.jpg,lakeland terrier
194,827199976799354881,2017-02-02 17:00:17 +0000,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie,13,10,Charlie,2482,11358,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg,french bulldog
195,826958653328592898,2017-02-02 01:01:21 +0000,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10,12,10,Loki,5547,23219,https://pbs.twimg.com/media/CVb39_1XIAAMoIv.jpg,chow
196,826598365270007810,2017-02-01 01:09:42 +0000,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life,13,10,Pawnd,2596,10824,https://pbs.twimg.com/media/CVfwXuWWIAAqnoi.jpg,shih-tzu
197,826476773533745153,2017-01-31 17:06:32 +0000,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10,12,10,Pilot,4648,19797,https://pbs.twimg.com/media/CVgGc9hWIAIe1bn.jpg,golden retriever
200,825876512159186944,2017-01-30 01:21:19 +0000,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer,11,10,Mo,2068,11254,https://pbs.twimg.com/media/CVgyFSyU4AA9p1e.jpg,chihuahua
202,825147591692263424,2017-01-28 01:04:51 +0000,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10,13,10,Sweet,5071,19689,https://pbs.twimg.com/media/CVg6L2hWIAAYuEb.jpg,golden retriever
204,824663926340194305,2017-01-26 17:02:56 +0000,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho,13,10,Wilson,1930,10842,https://pbs.twimg.com/media/CVkKRqOXIAEX83-.jpg,beagle
205,824297048279236611,2017-01-25 16:45:05 +0000,This is Nala. She got in trouble. One h*ck of a pupnishment. Still 11/10 would pet,11,10,Nala,4290,16187,https://pbs.twimg.com/media/CVknUTlVEAARjU5.jpg,newfoundland
206,823939628516474880,2017-01-24 17:04:50 +0000,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable,12,10,Cash,3012,11484,https://pbs.twimg.com/media/CVlOy3pW4AQ9H1K.jpg,bull mastiff
207,823699002998870016,2017-01-24 01:08:40 +0000,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10,12,10,Winston,2682,13545,https://pbs.twimg.com/media/CVlkid8WoAAqDlB.jpg,samoyed
208,823581115634085888,2017-01-23 17:20:14 +0000,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat,11,10,Crawford,2945,14048,https://pbs.twimg.com/media/CVlqi_AXIAASlcD.jpg,pekinese
209,823322678127919110,2017-01-23 00:13:17 +0000,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with,11,10,Wyatt,4472,16969,https://pbs.twimg.com/media/CVltNgxWEAA5sCJ.jpg,chesapeake bay retriever
211,822859134160621569,2017-01-21 17:31:20 +0000,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10,12,10,Hobbes,2538,14231,https://pbs.twimg.com/media/CVl8_EPWoAAcuSC.jpg,german short-haired pointer
213,822489057087389700,2017-01-20 17:00:46 +0000,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10,13,10,Paisley,7125,19574,https://pbs.twimg.com/media/CVmA_osW4AArAU1.jpg,maltese dog
215,821522889702862852,2017-01-18 01:01:34 +0000,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself,13,10,Harlso,1965,8644,https://pbs.twimg.com/media/CVqUgTIUAAUA8Jr.jpg,pembroke
216,821407182352777218,2017-01-17 17:21:47 +0000,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance),14,10,Sundance,4854,12718,https://pbs.twimg.com/media/CVqeEKLW4AA1wXH.jpg,pomeranian
217,821149554670182400,2017-01-17 00:18:04 +0000,This is Luca. He got caught howling. H*ckin embarrassed. 12/10,12,10,Luca,2245,9430,https://pbs.twimg.com/media/CVqqMtiVEAEye_L.jpg,eskimo dog
222,819952236453363712,2017-01-13 17:00:21 +0000,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K",13,10,Oliver,1320,5753,https://pbs.twimg.com/media/CVt8OmIWIAAbxvJ.jpg,pug
224,819711362133872643,2017-01-13 01:03:12 +0000,This is Howie. He just bloomed. 11/10 revolutionary af,11,10,Howie,3495,14541,https://pbs.twimg.com/media/CVuQ2LeUsAAIe3s.jpg,cardigan
225,819004803107983360,2017-01-11 02:15:36 +0000,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet,14,10,Bo,40848,93335,https://pbs.twimg.com/media/CVweVUfW4AACPwI.jpg,brabancon griffon
226,818614493328580609,2017-01-10 00:24:38 +0000,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly,12,10,Bear,2881,10668,https://pbs.twimg.com/media/CVzMPh1UsAELQ_p.jpg,pomeranian
227,818536468981415936,2017-01-09 19:14:36 +0000,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push,11,10,Tom,2766,11815,https://pbs.twimg.com/media/CVzTUGrW4AAirJH.jpg,flat-coated retriever
228,818259473185828864,2017-01-09 00:53:55 +0000,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10,12,10,Florence,2545,11927,https://pbs.twimg.com/media/CVzpUGUWUAAo7Vn.jpg,malamute
230,817827839487737858,2017-01-07 20:18:46 +0000,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt),13,10,Buddy,30244,56168,https://pbs.twimg.com/media/CV0oaHFW4AA9Coi.jpg,dandie dinmont
231,817777686764523521,2017-01-07 16:59:28 +0000,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo)",13,10,Dido,2976,11572,https://pbs.twimg.com/media/CV0rL7RWEAAbhqm.jpg,bernese mountain dog
233,817423860136083457,2017-01-06 17:33:29 +0000,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba),13,10,Ken,16746,37101,https://pbs.twimg.com/media/CV0_BSuWIAIvE9k.jpg,samoyed
235,817056546584727552,2017-01-05 17:13:55 +0000,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10,11,10,Chloe,1845,9269,https://pbs.twimg.com/media/CV1WXsmWcAAgQ56.jpg,labrador retriever
236,816816676327063552,2017-01-05 01:20:46 +0000,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber,12,10,Timber,2276,10811,https://pbs.twimg.com/media/CV1ffl3XAAAiFyr.jpg,pembroke
237,816697700272001025,2017-01-04 17:27:59 +0000,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well,12,10,Binky,2454,10614,https://pbs.twimg.com/ext_tw_video_thumb/674805331965399040/pu/img/-7bw8niVrgIkLKOW.jpg,english springer
239,816336735214911488,2017-01-03 17:33:39 +0000,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet,11,10,Dudley,2182,9317,https://pbs.twimg.com/media/CV4XwYiWoAAHQIF.jpg,pembroke
240,816091915477250048,2017-01-03 01:20:49 +0000,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well,12,10,Comet,2404,9663,https://pbs.twimg.com/media/CV4aqCwWsAIi3OP.jpg,boxer
243,815639385530101762,2017-01-01 19:22:38 +0000,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm,12,10,Titan,1839,8916,https://pbs.twimg.com/media/CV6ZOPqWsAA20Uj.jpg,labrador retriever
245,814986499976527872,2016-12-31 00:08:17 +0000,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho,11,10,Cooper,1444,8278,https://pbs.twimg.com/media/CV6atgoWcAEsdv6.jpg,golden retriever
246,814638523311648768,2016-12-30 01:05:33 +0000,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop,12,10,Olivia,3031,12230,https://pbs.twimg.com/media/CV6czeEWEAEdChp.jpg,chow
247,814153002265309185,2016-12-28 16:56:16 +0000,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning,12,10,Oshie,9730,31164,https://pbs.twimg.com/media/CV9EvZNUwAAgLCK.jpg,pembroke
249,813800681631023104,2016-12-27 17:36:16 +0000,This is Sky. She's learning how to roll her R's. 12/10 cultured af,12,10,Sky,1971,9053,https://pbs.twimg.com/media/CV9nd30XAAAEba5.jpg,chihuahua
252,813172488309972993,2016-12-26 00:00:03 +0000,This is Eleanor. She winks like she knows many things that you don't. 12/10,12,10,Eleanor,2152,10127,https://pbs.twimg.com/media/CV_ZAhcUkAUeKtZ.jpg,vizsla
256,813096984823349248,2016-12-25 19:00:02 +0000,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him,11,10,Rocky,4043,11417,https://pbs.twimg.com/media/CWCXj35VEAIFvtk.jpg,english springer
257,813066809284972545,2016-12-25 17:00:08 +0000,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup,12,10,Tyr,2175,8621,https://pbs.twimg.com/media/CWCbd8ZWoAAtqoH.jpg,standard schnauzer
258,813051746834595840,2016-12-25 16:00:16 +0000,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy,13,10,Bauer,8202,22736,https://pbs.twimg.com/ext_tw_video_thumb/675740268751138818/pu/img/dVaVeFAVT-lk_1ZV.jpg,golden retriever
259,812781120811126785,2016-12-24 22:04:54 +0000,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10,10,10,Swagger,2137,8208,https://pbs.twimg.com/media/CWDbv2yU4AARfeH.jpg,maltese dog
260,812709060537683968,2016-12-24 17:18:34 +0000,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af,12,10,Brandi,1606,7190,https://pbs.twimg.com/media/CWD_jQMWEAAdYwH.jpg,basset
262,812466873996607488,2016-12-24 01:16:12 +0000,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable,12,10,Mary,2158,8684,https://pbs.twimg.com/media/CWEWClfW4AAnqhG.jpg,pug
263,812372279581671427,2016-12-23 19:00:19 +0000,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af,13,10,Moe,4107,14860,https://pbs.twimg.com/media/CWEcxqWVEAAHyGH.jpg,labrador retriever
265,811627233043480576,2016-12-21 17:39:46 +0000,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet,10,10,Augie,3512,13908,https://pbs.twimg.com/media/CWE_x33UwAEE3no.jpg,italian greyhound
266,811386762094317568,2016-12-21 01:44:13 +0000,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him,11,10,Craig,7174,22702,https://pbs.twimg.com/media/CWFFt3_XIAArIYK.jpg,labrador retriever
268,810657578271330305,2016-12-19 01:26:42 +0000,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue,11,10,Pavlov,2955,11909,https://pbs.twimg.com/media/CWH_FTgWIAAwOUy.jpg,shih-tzu
269,810284430598270976,2016-12-18 00:43:57 +0000,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil,13,10,Phil,12819,38554,https://pbs.twimg.com/media/CWIngp5WEAAJOy3.jpg,irish water spaniel
270,810254108431155201,2016-12-17 22:43:27 +0000,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet",12,10,Gus,3754,15949,https://pbs.twimg.com/media/CWJQ4UmWoAIJ29t.jpg,chihuahua
272,809084759137812480,2016-12-14 17:16:53 +0000,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed",11,10,Wallace,3933,14356,https://pbs.twimg.com/media/CWMqV7WUYAEEClG.jpg,golden retriever
273,808838249661788160,2016-12-14 00:57:20 +0000,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible,13,10,Ito,3404,10970,https://pbs.twimg.com/media/CWMyl9EWUAAnZJ0.jpg,maltese dog
275,808501579447930884,2016-12-13 02:39:32 +0000,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10,12,10,Koda,2907,12263,https://pbs.twimg.com/media/CWNl3S9WcAARN34.jpg,pug
276,808344865868283904,2016-12-12 16:16:49 +0000,This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10,11,10,Seamus,23255,46179,https://pbs.twimg.com/media/CWOH4s9U8AEtkmQ.jpg,chow
277,808001312164028416,2016-12-11 17:31:39 +0000,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester,12,10,Cooper,3955,13664,https://pbs.twimg.com/media/CWO5gmCUYAAX4WA.jpg,boston bull
278,807621403335917568,2016-12-10 16:22:02 +0000,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie,14,10,Ollie,4128,15840,https://pbs.twimg.com/media/CWPHMqKVAAAE78E.jpg,whippet
279,807106840509214720,2016-12-09 06:17:20 +0000,This is Stephan. He just wants to help. 13/10 such a good boy,13,10,Stephan,60759,122516,https://pbs.twimg.com/media/CWPKSGpWcAQN6mw.jpg,loafer
280,807010152071229440,2016-12-08 23:53:08 +0000,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop,12,10,Lennon,4280,14163,https://pbs.twimg.com/media/CWPUB9TWwAALPPx.jpg,chihuahua
281,806542213899489280,2016-12-07 16:53:43 +0000,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af,11,10,Waffles,2661,11101,https://pbs.twimg.com/media/CWSN-vaXAAA8Ehr.jpg,great pyrenees
282,805826884734976000,2016-12-05 17:31:15 +0000,This is Duke. He is not a fan of the pupporazzi. 12/10,12,10,Duke,2055,7155,https://pbs.twimg.com/media/CWT_lOQWUAAXPaY.jpg,pekinese
283,805520635690676224,2016-12-04 21:14:20 +0000,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke,13,10,Zeke,1854,6230,https://pbs.twimg.com/media/CWUCGMtWEAAjXnS.jpg,welsh springer spaniel
285,805207613751304193,2016-12-04 00:30:29 +0000,This is Shooter. He's doing quite the snowy zoom. 12/10,12,10,Shooter,1903,8462,https://pbs.twimg.com/media/CWUZpydWcAAeipD.jpg,malamute
286,804738756058218496,2016-12-02 17:27:25 +0000,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10,12,10,Django,4323,14939,https://pbs.twimg.com/media/CWXaQMBWcAAATDi.jpg,english setter
287,804026241225523202,2016-11-30 18:16:08 +0000,This is Bo. He's going to make me cry. 13/10 please get off the bus for him Carly,13,10,Bo,18192,48523,https://pbs.twimg.com/media/CWZBsjPWsAAZFFl.jpg,japanese spaniel
288,803773340896923648,2016-11-30 01:31:12 +0000,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry,12,10,Diogi,3109,10932,https://pbs.twimg.com/media/CWZOOIUW4AAQrX_.jpg,blenheim spaniel
291,803276597545603072,2016-11-28 16:37:19 +0000,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck,11,10,Winston,2770,10911,https://pbs.twimg.com/media/CWciPonWEAUOqLD.jpg,american staffordshire terrier
292,802952499103731712,2016-11-27 19:09:28 +0000,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist,12,10,Marley,2251,9804,https://pbs.twimg.com/media/CWcrAVQWEAA6QMp.jpg,seat belt
293,802572683846291456,2016-11-26 18:00:13 +0000,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution,12,10,Winnie,2818,9734,https://pbs.twimg.com/ext_tw_video_thumb/677644010865999872/pu/img/zVHEMYnJKzq1SauT.jpg,chihuahua
294,802239329049477120,2016-11-25 19:55:35 +0000,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo,12,10,Loki,2923,9868,https://pbs.twimg.com/media/CWehRdEWIAAySyO.jpg,pembroke
295,801958328846974976,2016-11-25 01:18:59 +0000,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly,12,10,Ronnie,1916,8405,https://pbs.twimg.com/media/CWesj06W4AAIKl8.jpg,siberian husky
296,801538201127157760,2016-11-23 21:29:33 +0000,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace,12,10,Wallace,2310,8914,https://pbs.twimg.com/media/CWhd_7WWsAAaqWG.jpg,dalmatian
298,801167903437357056,2016-11-22 20:58:07 +0000,This is Milo. I would do terrible things for Milo. 13/10,13,10,Milo,6689,26702,https://pbs.twimg.com/media/CWjQm5gXAAA9GkD.jpg,miniature pinscher
299,801115127852503040,2016-11-22 17:28:25 +0000,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine,12,10,Bones,2345,8792,https://pbs.twimg.com/media/CWm6xySUEAAqfFU.jpg,maltese dog
300,800513324630806528,2016-11-21 01:37:04 +0000,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10,11,10,Chef,3380,14304,https://pbs.twimg.com/media/CWofOHUWUAACGVa.jpg,miniature pinscher
302,800388270626521089,2016-11-20 17:20:08 +0000,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer,12,10,Doc,3145,12127,https://pbs.twimg.com/media/CWoyfMiWUAAmGdd.jpg,schipperke
303,800141422401830912,2016-11-20 00:59:15 +0000,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10,13,10,Peaches,2875,16649,https://pbs.twimg.com/media/CWpTLOYWsAEDhcU.jpg,staffordshire bullterrier
305,799422933579902976,2016-11-18 01:24:14 +0000,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly,12,10,Longfellow,2143,8757,https://pbs.twimg.com/media/CWtsSQAUkAAnWws.jpg,malamute
306,799063482566066176,2016-11-17 01:35:54 +0000,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish,11,10,Mister,2759,8806,https://pbs.twimg.com/media/CWt-MNIWEAAUC9S.jpg,pembroke
307,798933969379225600,2016-11-16 17:01:16 +0000,This is Iroh. He's in a predicament. 12/10 someone help him,12,10,Iroh,5035,14339,https://pbs.twimg.com/media/CWuTbAKUsAAvZHh.jpg,airedale
308,798925684722855936,2016-11-16 16:28:21 +0000,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow,11,10,Shadow,1611,8087,https://pbs.twimg.com/media/CWuVQSLW4AAI3w9.jpg,labrador retriever
309,798209839306514432,2016-11-14 17:03:50 +0000,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10,13,10,Cooper,2862,11299,https://pbs.twimg.com/media/CW4tL1vWcAIw1dw.jpg,dalmatian
311,797236660651966464,2016-11-12 00:36:46 +0000,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser,12,10,Pancake,7438,21786,https://pbs.twimg.com/media/CW7oelWWcAAhyzz.jpg,french bulldog
312,796865951799083009,2016-11-11 00:03:42 +0000,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet,12,10,Tyr,2133,8348,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,airedale
313,796387464403357696,2016-11-09 16:22:22 +0000,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well,12,10,Snicku,4677,12000,https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg,samoyed
316,796080075804475393,2016-11-08 20:00:55 +0000,This is Yogi. He's 98% floof. Snuggable af. 12/10,12,10,Yogi,2595,9204,https://pbs.twimg.com/media/CXBPbVtWAAA2Vus.jpg,maltese dog
317,796031486298386433,2016-11-08 16:47:50 +0000,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful,13,10,Daisy,4148,11764,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,miniature poodle
319,795076730285391872,2016-11-06 01:33:58 +0000,This is Bailey. She loves going down slides but is very bad at it. Still 11/10,11,10,Bailey,6090,17687,https://pbs.twimg.com/media/CXCGVXyWsAAAVHE.jpg,brittany spaniel
320,794332329137291264,2016-11-04 00:15:59 +0000,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy,12,10,Nimbus,2970,10415,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,lakeland terrier
321,794205286408003585,2016-11-03 15:51:10 +0000,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af,14,10,Laika,3724,10029,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,kuvasz
322,793962221541933056,2016-11-02 23:45:19 +0000,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly,12,10,Maximus,5497,18354,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,chihuahua
323,793500921481273345,2016-11-01 17:12:16 +0000,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10,12,10,Fiona,2677,11656,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,pug
324,793286476301799424,2016-11-01 03:00:09 +0000,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck,13,10,Moreton,10333,26841,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,pembroke
327,793241302385262592,2016-11-01 00:00:38 +0000,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af,13,10,Tucker,3691,11479,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,labrador retriever
328,793226087023144960,2016-10-31 23:00:11 +0000,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10",11,10,Juno,3211,10712,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,soft-coated wheaten terrier
330,793180763617361921,2016-10-31 20:00:05 +0000,This is Newt. He's a strawberry. 11/10,11,10,Newt,2233,7533,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,pomeranian
331,793165685325201412,2016-10-31 19:00:10 +0000,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on,12,10,Benji,3121,10239,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,irish setter
333,793120401413079041,2016-10-31 16:00:13 +0000,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort",11,10,Robin,4382,13832,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,saint bernard
335,792773781206999040,2016-10-30 17:02:53 +0000,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug,12,10,Monster,1882,8005,https://pbs.twimg.com/media/CXSJGAQUQAAoG9Q.jpg,samoyed
336,792050063153438720,2016-10-28 17:07:05 +0000,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10,11,10,Remus,2018,7820,https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg,norfolk terrier
339,791312159183634433,2016-10-26 16:14:55 +0000,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket,12,10,Mabel,2852,9572,https://pbs.twimg.com/media/CXbiQHmWcAAt6Lm.jpg,labrador retriever
340,790987426131050500,2016-10-25 18:44:32 +0000,This is Misty. She has a cowboy hat on her nose. 12/10,12,10,Misty,2399,10787,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,schipperke
341,790581949425475584,2016-10-24 15:53:19 +0000,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary,11,10,Duke,8044,22539,https://pbs.twimg.com/media/CXffar9WYAArfpw.jpg,siberian husky
342,790277117346975746,2016-10-23 19:42:02 +0000,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce,11,10,Bruce,3605,13679,https://pbs.twimg.com/media/CXhVKtvW8AAyiyK.jpg,curly-coated retriever
343,789903600034189313,2016-10-22 18:57:48 +0000,This is Ralphy. His dreams were just shattered. Poor pupper. 13/10 it'll be ok Ralphy,13,10,Ralphy,4640,11338,https://pbs.twimg.com/media/CXk4W0qWYAMEMEs.jpg,english springer
344,789628658055020548,2016-10-22 00:45:17 +0000,This is Eli. He can fly. 13/10 magical af,13,10,Eli,1995,8202,https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,beagle
345,789530877013393408,2016-10-21 18:16:44 +0000,This is Rizzy. She smiles a lot. 12/10 contagious af,12,10,Rizzy,3795,12818,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,english setter
346,789268448748703744,2016-10-21 00:53:56 +0000,This is Stella. She's happier than I will ever be. 10/10 would trade lives with,10,10,Stella,2903,9930,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,boxer
347,788908386943430656,2016-10-20 01:03:11 +0000,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af",11,10,Lucy,13921,29825,https://pbs.twimg.com/media/CXrawAhWkAAWSxC.jpg,golden retriever
348,788765914992902144,2016-10-19 15:37:03 +0000,This is Butter. She can have whatever she wants forever. 12/10 would hug softly,12,10,Butter,11554,29874,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,cocker spaniel
349,788412144018661376,2016-10-18 16:11:17 +0000,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af,11,10,Dexter,5945,16976,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,pembroke
351,788150585577050112,2016-10-17 22:51:57 +0000,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats,13,10,Leo,1459,6694,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,lakeland terrier
